id,text,label,event
536842936667750402,Swiss museum accepts looted Nazi art: Kunstmuseum Bern will try to return any stolen art to rightf... http://t.co/2kTYOPvZGd #BogardThat,1,0
536828314783346688,Breaking: Swiss museum to accept hundreds of artworks bequeathed by German Nazi-era art hoarder Cornelius Gurlitt. http://t.co/UKEDqQAvOY,1,0
536824260615237632,Swiss museum confirms it will take on #Gurlitt collection,1,0
536848662135980032,Gurlitt Collection Accepted by Kunstmuseum Bern—details from the announcement in Berlin: http://t.co/2oJndsNCwS,1,0
536827540829384704,#Gurlitt's art collection is going to a Bern museum. Here's a look back at how it came to that http://t.co/7qoJQRTZlF http://t.co/t37tgc2pP0,1,0
536832547062165504,#Swiss Museum to Accept Gurlitt 'Nazi Art': The rightful owners will be identified first and great art will unhoarded.A win-win situation.,1,0
535434467696189440,"Another terrific story by @MaryLaneWSJ, chronicler of the Nazi-Gurlitt art saga. http://t.co/2n9SEYKCYR",1,0
536830361817595905,Kunstmuseum accepts Gurlitt collection bequest. Pledges to fully investigate artwork restitution claims fully.,1,0
536831866721280000,Schäublin agreement in accepting Gurlitt collection : Objects with suspicion of being Nazi-looted art will initially remain in Germany.,1,0
536831867329466369,Schäublin agreement in accepting Gurlitt collection : Objects with suspicion of being Nazi-looted art will initially remain in Germany.,1,0
536825848624865280,#BREAKING - Museum of Fine Arts Bern to accept #Gurlitt art collection.,1,0
536847243631149056,Bern museum accepts Gurlitt's problematic bequest. Let the litigation begin! http://t.co/pT9t2VQj8Z,1,0
536844214202400768,Swiss museum will accept Gurlitt art trove http://t.co/daVvhdjLd1,1,0
536833763326820352,Swiss Bern Art Museum to accept Gurlitt 'Nazi art' #art #museum http://t.co/ehifu5hLQR,1,0
536843350281060353,"Gurlitt's problematic bequest accepted by Swiss museum but works likely to have been looted to remain in Germany, see http://t.co/qD9kfzhYqm",1,0
536425735771414528,Where should the Gurlitt collection go?  :Many people sounding off on before  the upcoming press conference Monday. http://t.co/G5sv6tq6Hf,0,0
536826754770685952,Swiss Museum will take part in provenance research of #Gurlitt collection with the goal of swiftly clarifying questions re Nazi-looted art,0,0
535425236871544832,The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/iRdYJ2HIrO @swissinfo_en,0,0
535926525422358528,ArtsBeat: Gurlitt’s Museum Bequest Is Challenged http://t.co/h7Pz2smSDj,0,0
535951209316642816,ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum: A cousin of... http://t.co/PTK88PSzpt #art,0,0
536504937401049089,"On the eve of a major announcement regarding the (amended) fate of the Cornelius Gurlitt collection, a cousin of... http://t.co/RsSb1ycFDd",0,0
536812027571109888,Swiss museum deciding on Gurlitt art trove http://t.co/WIfA6dDq3Q,0,0
536532934014926849,The plot thickens: #Gurlitt's cousin claims Munich #art trove as inheritance http://t.co/Z8k55lzPLp via @YahooNews,0,0
536666052277448704,ARCAblog | Gurlitt Art Collection: An Interview with Art Recovery's Christopher Marinello on the eve of the Ku... http://t.co/s4xRB6v91b,0,0
536835870897479680,Gurlitt press release concludes. Many questions being raised by attendees on state of task force investigation and limbo nazi loot objects.,0,0
536696108823896065,Watching Kunstmuseum Bern this week for Gurlitt decision. An article on Gurlitt and Nazi loot from a few months back: http://t.co/Lw93hLyUhg,0,0
536809338766364672,Nazi-looted art: Why Germany hasn't dealt with it #interview http://t.co/Fzg3IfgckR #gurlitt http://t.co/JdrBJAMiz7,0,0
535656301833895937,Sounds like a good resolution to conundrum of what to do with the Gurlitt Nazi-looted art stash: Bern museum  http://t.co/xeeXQuAunl,0,0
535439290667241472,"‘Degenerate’ artworks seized by Nazis should go back to museums, says German advisor @AFP @millbarnet http://t.co/SDG2pfTY6n #Gurlitt",0,0
535415869862473729,The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/rjjy0e4AR4 @swissinfo_en,0,0
536782128109740032,Swiss museum to say today whether it accepts Nazi-era art hoard @AFP http://t.co/ZrnSMxC4YO #Gurlitt,0,0
536829324092268544,"Germany: 3 works in #Gurlitt collection itentified as Nazi-loot to be returned to families immediately; Matisse, Max Liebermann, Spitzweg.",0,0
535391478969675776,The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/7j0ZLfv7d1 @swissinfo_en,0,0
536828694107803651,"3rd work in #Gurlitt collection found to have been loted, 'Klavierespieler' from Carl Spitzweg to be returned to Jewish heirs",0,0
536778036180680704,.@KunstmuseumBern goes to Berlin today. http://t.co/P2OPRLlKev #Gurlitt,0,0
536783143865688064,#Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate http://t.co/tmjMjzr5Zr http://t.co/jk0ij9ZmDy,0,0
536777819204775936,Stay tuned. Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate http://t.co/VtkOK07dhj via @dw_english,0,0
536464887015567360,#CorneliusGurlitt cousin lodges direct claim for #MunichArtTrove Read the news @Artlyst http://t.co/vwfKePTHkw http://t.co/kTW9qZSzCN,0,0
536826273667227649,Regarding the Gurlitt collection Schäublin says their own research centre at the Kunstmuseum Bern must be considered.,0,0
535415010361487360,"German and Swiss handling of Gurlitt hoard and his bequest is all wrong, says senior Austrian curator, see http://t.co/oS5eu0rzEx",0,0
535472483756154880,Bern to announce Gurlitt bequest decision on Monday in Berlin,0,0
536805431360749568,Swiss Museum Deciding on Gurlitt Art Trove: Swiss museum to announce decision on future of collector Gurlitt's... http://t.co/hM4I0qiiZx,0,0
536825651463217152,Swiss museum: No works in #Gurlitt collection that are or might be looted will enter the Bern collection. Task force will cont. research,0,0
535936169196810240,Gurlitt's Museum Bequest Is Challenged http://t.co/a470VzWNhS #ArtCrimes,0,0
535482306585042944,Swiss museum to decide future of Gurlitt art trove: BERLIN (AP) — A Swiss museum and German officials plan to ... http://t.co/E9J50yeUM2,0,0
535711053686898689,‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/4GJsG8oby7 #artnews #artcrime #art,0,0
535772174053687297,Germany - Will of Munich recluse who left suspected Nazi-looted art to museum called into question: http://t.co/Eihf71h9Bw via @Telegraph,0,0
535708968837206016,Kunstmuseum Bern to issue decision Monday on whether to accept artworks collection tied to Nazi-era dealer Gurlitt. http://t.co/QkZ2FZGcc8,0,0
535804563832315904,"Gurlitt Kunstmuseum Bern update:  There is no update, since everyone who cares about the possible transfer of the... http://t.co/HgeRr6qGWO",0,0
535552999624826882,‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/DZLCSAoGIp,0,0
535822193150537728,"On eve of Monday's announcement, Gurlitt relatives formally challenge the will that named Kunstmuseum Bern as heir http://t.co/5JqcjTXYB4",0,0
536514538850750464,Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/v9Jjwz5aCL Pls RT @ Seb_Kirby,0,0
536805993334571008,Swiss Museum Deciding on Gurlitt Art Trove http://t.co/XXtPj0Sz4q,0,0
536836468816498688,Munich District Court has confirmed the application of Cornelius Gurlitt's cousin on a certificate of inheritance. Details on this today.,0,0
535440024930902017,Alfred Weidinger @belvederewien proposes to sell #gurlitt collection @TheArtNewspaper - my comment @KURIER_KULTUR http://t.co/iCUv8RRLs6,0,0
535828163402543104,‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/6pU64J7SUx,0,0
536489596423774208,"Possible Nazi art transfer riles Jewish groups; this is, of course, the transfer of Gurlitt trove to a Swiss museum http://t.co/bhnqzBYMDg",0,0
535524640031256576,Swiss museum to decide future of Gurlitt art trove - http://t.co/MXd15JWhWM,0,0
535386605666979840,Will Bern's Museum of Fine Arts accept the controversial #Gurlitt collection? http://t.co/2g9lQgnUwG #art #stolen @KunstmuseumBern,0,0
535966185477931010,Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/0BVM72mRvg #fineart,0,0
536141476460507136,"""Litigation seems inevitable in the Gurlitt case"" http://t.co/QkkGjPjHpq",0,0
536050365406253056,Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/x8RvHI4QSi,0,0
536228944299958272,Franz Marc: Horses... Update-#Gurlitt Nazi-Tainted #Art Trove- http://t.co/LFzBPKJGSJ via @WSJ http://t.co/1HyavrYiyb http://t.co/pqskHOWrHc,0,0
536825396990607360,Swiss Museum: #Gurlitt collection will be researched according to Washington Principles; looted works will be restituted.,0,0
535960367055118337,[NYT Art &amp; Design] ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/AjkODM7uKJ,0,0
536323971239903234,Treasures of an amazing collection of paintings hidden in an apartment in Munich -  http://t.co/SA6HeS3zQM #BMTH http://t.co/4UnQEroQcJ,0,0
535556368552714240,"Bern's Museum of Fine Arts is set to announce its decision regarding the Gurlitt collection on Monday, Nov. 24! http://t.co/MdboiCwXbk",0,0
535942066694803456,Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/L1KH8oFGog,0,0
500292426154528770,"If Mike Brown was engaged in a robbery before being shot, why isn't his alleged accomplice under arrest? #Ferguson http://t.co/upMLU4bbK4",1,1
500359323588239360,"The officer who shot #MikeBrown did NOT know he was a suspect in a robbery, according to #Ferguson police chief. They were not related.",1,1
498430783699554305,Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson http://t.co/XG00R6w0k6,1,1
499404849835175938,#Ferguson is completely shut down. No journalists allowed.,1,1
500277940253634561,"The name of the officer who shot #MikeBrown has been named. His name is Darren Wilson, a 6-year veteran of the #Ferguson police department.",1,1
500356642329071616,Educated guess: possible reason they didn't release shooter's incident report--he didn't write one on advice of his lawyer. #Ferguson,1,1
500290867681587200,"This is simple: IF #MikeBrown was a robbery suspect, why didn’t #Ferguson police say that on DAY ONE? Why wait six days?",1,1
500298588992593920,Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson: http://t.co/1K79nsOtx3 http://t.co/cV3VCkUR6L,1,1
500354471525109760,"#MikeBrown's family calls it ""devious"" the way the police chief released info meant to ""assassinate"" their son's character. #Ferguson",1,1
500322486362202112,Why would the officer tell #MikeBrown to get out of the street if he was a suspect? #Ferguson,1,1
500305514447003649,"""#Ferguson PD charged a man with destruction of property for bleeding on their uniforms while 4 officers beat him."" http://t.co/x4K1rHyXdn",1,1
498480911243948034,".@NBCNews I demand that you retract the lie that #Ferguson people were shouting ""Kill the police"". Reporters at scene have refuted that.",1,1
500360094924931073,#Ferguson police chief says he released the robbery video because he was getting FOIA requests for it. How did anyone know to request it?,1,1
500308574703452160,"Even if #MikeBrown was running down the street with a bag full of boosted goods, he deserved a trial. Not a street execution. #Ferguson",1,1
500315291168276480,#Ferguson police say shooting death of Michael Brown came after teen was suspect in robbery: http://t.co/KSXV15Y5yw http://t.co/qi7Z5SUWtS,1,1
500378522788315137,#Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect in alleged robbery. http://t.co/L6bieyrz2a,1,1
500310127896199168,"#Ferguson PD made #MikeBrown the suspect in that ""robbery"" police report. ON WHAT BASIS DID THEY NAME HIM? Unless it was written after....",1,1
500288971197263873,so #MikeBrown's hat disappeared and he changed into shoes right? #Ferguson http://t.co/2zu5sUH84S,1,1
500292202845982720,So basically #Ferguson PD hijacked what was supposed to be a press conference about Darren Wilson to call Michael Brown a criminal #NMOS14,1,1
500280847912955904,Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ... #Ferguson,1,1
498486826269548545,".@AP I demand you retract the lie that people in #Ferguson were shouting ""kill the police"", local reporting has refuted your ugly racism",1,1
500300944891199488,#Ferguson PD releases robbery incident report smearing #MikeBrown but not shooting incident report. Did they think we wouldn’t notice?,1,1
500325220193153024,!! #Ferguson cops once nabbed wrong man but charged him w/ property damage for bleeding on uniforms-they had beat him http://t.co/p5TRiQtWFY,1,1
500320680810795009,"#Ferguson PD beat, &amp; charged innocent man with ""Property Damage"" for bleeding on officer's clothes @YourAnonNews  http://t.co/cdyvEIzZRw",1,1
500281856559161344,"I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson #MikeBrown",1,1
500360978387976192,"So since we now know the officer knew nothing abt a robbery, we must ask why those tapes were released? #Ferguson. But we know why.",1,1
500294803402137600,Photos of alleged robbery involving Michael Brown in #Ferguson (via police) http://t.co/gr83XTGO1t http://t.co/7V34OtGYcn,1,1
500341884678836224,"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting""",1,1
500296080710705152,Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?,1,1
500375545918803970,This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warrant http://t.co/ZdHpyHfrCh,1,1
500350777844457473,"#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms http://t.co/JUQ3pKvbCm http://t.co/pByb9IUqew",1,1
500358195408551936,Chief Jackson: initial contact between officer and #MikeBrown was not related to robbery. #Ferguson,1,1
500309222635360256,"Every incident report I've seen says ""the suspect was X,"" ""the suspect did Y."" On the #Ferguson report, #MikeBrown is ALREADY NAMED. HOW??",1,1
500290464621559808,#Ferguson cops beat innocent man then charged him for bleeding on them: http://t.co/u1ot9Eh5Cq via @MichaelDalynyc http://t.co/AGJW2Pid1r,1,1
500294693356175360,"I'm not retweeting the pic of #MikeBrown's body, but evidently he lost the hat and changed his shoes and shorts. And lost ~40 lbs. #Ferguson",1,1
498293668655423488,Every 28 hours a black male is killed in the United States by police or vigilantes. #Ferguson,1,1
500381163866062848,Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/Mck8FYYOpp,1,1
500295333486657536,Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting http://t.co/caOWNddXxa,1,1
500359088757555200,Chief Jackson: officer was not aware that #MikeBrown was a robbery suspect. #Ferguson,1,1
500387844758994946,American Justice?! #MikeBrown #FergusonShooting #Ferguson #PoliceBrutality ##JusticeForMikeBrown http://t.co/jgIwMophkl,1,1
500298091627823104,It took the police 5 days to concoct this tale and this is what they came up with? #ninjaplease #ferguson,1,1
500359377585704961,Police chief said officer who shot Brown didn't know about any robbery #ferguson,1,1
498341675476217856,St. Louis: Unarmed teenager #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting http://t.co/cmaG8mnMiP,1,1
500284377490665472,The surveillance tape the police have on TV DOESNT even look like anything near Canfield Green apts. #MIKEBROWN #Ferguson,1,1
500278169828470784,BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown. (not the guy named by Anonymous),1,1
500421926079066112,Shot ten times. Unarmed. What else is there to talk about? #StopTheSmear #Ferguson,1,1
500374427448516609,.@CNN KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE. #FERGUSON,1,1
500283314230419456,"Every time the police talk, their story changes. I hate it. #Ferguson",1,1
500298847550472194,"If #MikeBrown is indeed the robber, where’s the red ball cap? Sandals? Stolen cigars? #ferguson",1,1
500363126294863876,The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?  Horrific.,1,1
500362083221786625,"Cop who shot Brown did not know he was a robbery suspect, #Ferguson police chief says http://t.co/9pWsMI9HOj http://t.co/urxcAQk7Uy",1,1
500283877567770624,#Ferguson police say Michael Brown fit description of strong-arm robbery suspect  http://t.co/bxXMNDzhe6,1,1
500311153583853570,"Michael Brown was suspected of robbing store in #Ferguson before being shot, say police http://t.co/KUZQGasFgA http://t.co/TjuEVB8z5m",1,1
500287224957898752,Being shot 10 times in the street for stealing cigars is due process? No arrest. No trial. No conviction―just immediate execution. #Ferguson,1,1
500291056445845504,DARREN WILSON MURDERED AN UNARMED TEEN LEFT HIS BODY IN THE STREET FOR 4 HRS  Anything else is irrelevant. #MikeBrown #Ferguson #CoverUp,1,1
499648409767538688,Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson http://t.co/TCXSbfrTsV #tcot http://t.co/XDZqcWnoUQ,1,1
499430225043009537,"Call out to STL Co police: only can confirm a person shot on Chambers, and is down. No word on alive or dead, or why. #Ferguson",1,1
500378522398244865,Report: #Ferguson Cop ID'd As Unarmed Teen's Killer Left The Area Days Ago  http://t.co/fZROKS30VC http://t.co/QAYkm1ielh,1,1
500280838710247424,"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson",1,1
498506343368519680,"So last week NYPD tried to tell us that #EricGarner wasn't in a chokehold, now #Ferguson police telling us #MikeBrown assaulted the officer",1,1
500370960093302784,"Increasingly seems like #Ferguson police dept. spent all week playing dress-up, couldn't even be bothered to get its story straight",1,1
500242061279637504,#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morning http://t.co/roXlFQ6EYA,1,1
500369391339724802,Report: #Ferguson cop identified as unarmed teen's killer skipped town days ago http://t.co/5GQvgcw3LJ,1,1
500354773133299713,"In 2009, #Ferguson police beat a man and charged him for bleeding on them: http://t.co/KzF6Z1l0UK",1,1
499368931367608320,"Currently the #FoxNews website has zero, repeat, ZERO coverage of the #Ferguson protests, probably due to lack of cowboy hats.",1,1
500339209715335169,Wait wasn't Michael Brown stopped because of a routine patrol? Police can't even keep their stories straight. #Ferguson @OpFerguson,1,1
500301418406744064,"Took a week, but we finally at the moment where Mike Brown Is officially a suspect in his own murder. #Ferguson",1,1
500306187624407040,The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms http://t.co/P2mW9Nu8pB … http://t.co/6kBUzLXzFY,1,1
500280304146612224,7) #MikeBrown was approached for mouthing off to a cop (both  #Ferguson PD &amp; eyewitness testimonies reflect this). NOT as a robbery suspect,1,1
500286293688193024,"So police narrative in #Ferguson is unarmed teen suspected in unarmed robbery was shot to death. We've still got a problem, Chief.",1,1
499525020708634625,The woman injured last night... #Ferguson  http://t.co/MaOSd1iarV,1,1
500286059918274561,Bottom line: cops are supposed to use deadly force only when lives are at risk. You don't shoot robbery suspects. #Ferguson,1,1
500339512082698240,From jaywalking to strong-arm robbery.   Mhm... #Ferguson,1,1
500266427840864256,#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch here http://t.co/7XiK3mhlzZ,1,1
500303431928922113,"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson",1,1
500278045597368320,URGENT: Darren Wilson is the police officer who shot Mike Brown http://t.co/RZ1eYcKpiY #Ferguson http://t.co/D2HyKchWvq,1,1
500360095738626049,"Asked why he released surveillance video of robbery, Chief Jackson responds, ""because the press asked for it."" #MikeBrown #Ferguson",1,1
500283831803326464,2nd Video footage proving #Ferguson PD Chief lied on @Fox2Now RT @TheAnonMessage2: After moments of #MikeBrown death. http://t.co/5V8mTws9Ep,1,1
499699479688544257,"""The officers were literally putting hands on media personnel, throwing people..."" http://t.co/7QTY8soT46 #Ferguson",1,1
500280422295937024,Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.,1,1
500382265076379649,#ferguson police engaged in character assassination to cover up actual assassination. you. simply. don't. shoot. unarmed. teenagers. EVER.,1,1
500321184269881345,"Violence, brutality, suppression of free speech. Attacks on journalists.   Yeah. Let's believe everything the Police say. #Ferguson",1,1
500247666924986369,KKK already raising money for the police officer who shot and killed #MikeBrown - #Ferguson http://t.co/VWkZXjHF7V,1,1
500254607470518272,At 8:00 police will release the name of the officer who shot Michael Brown. #Ferguson,1,1
500397785246466048,#Ferguson Police: Video Shows Michael Brown Strong-Arming Store Clerk http://t.co/Nm8bHDdUz7 http://t.co/mgdyuatgFE,1,1
500364290545958912,#Ferguson chief said the officer was unaware of any robbery &amp; stopped #MikeBrown for jay walking. #TheJig http://t.co/uLWzIJH5WJ,1,1
500347114975944705,New link: #Ferguson police release video they say shows a robbery involving #MichaelBrown: http://t.co/GMDuU33oed http://t.co/RaAWvjcWNu,1,1
500296692713783298,"So in #Ferguson, robbing a convenience carries the death penalty. Got it.",1,1
500359983301939200,"Q: ""why did he stop Michael Brown?""   #Ferguson Police Chief: ""because they were walking down the middle of the street blocking traffic""",1,1
500361847070269441,Ferguson PD now admits that Darren Wilson didn't know anything about the store robbery when he stopped Mike Brown! This is bad! #Ferguson,1,1
500294349872062464,So a large Negro robbed a store and then the cops saw a large Negro.  WHAT WERE THEY SUPPOSED TO DO?!?!  Perhaps not execute him. #Ferguson,1,1
500324836355608576,"Let's be serious, it took 5 days to release the incident report because it took 5 days to create the incident. #Ferguson",1,1
500344846612447233,"""@smokey: ""You can't jump over a murder &amp; talk to me about some cigars…""  @thereval @newsone #Ferguson"" #KeepingItRealRadio",1,1
500288581081260032,"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms http://t.co/Y1QTm1BZyt http://t.co/KcuZ5VFMOn",1,1
500278365031370752,"First, #MikeBrown was accused of shoplifting. Now, it's a robbery? It's very telling how the #Ferguson PD keeps spewing lie after lie.",1,1
500363740311982081,What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,1,1
500316005089181697,#Ferguson cops beat this man – then charged him for getting blood on their uniforms http://t.co/oLmNINLm1x http://t.co/x6dnPvSU5H,1,1
500280809652514816,today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal,1,1
500279189405433858,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson",1,1
499497872564703233,"In case YouTube vid disappears, here's childhood friend on tonight's #Ferguson ""drive by"" #Bullshit #OpFerguson http://t.co/tkc6oIniUY",1,1
499612545909415938,"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop. Where's Al, Jesse? #tcot #ferguson",1,1
500308076004929537,"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson",1,1
500359075045990401,BOMBSHELL: #Ferguson chief says the police officer might not have even known about the robbery when he shot and killed Michael Brown.,1,1
500297358908071936,Arrived in Crestwood where officer Darren Wilson lives. When I knocked police officer rolled up and told me Wilson left days ago #Ferguson,1,1
500280477920796672,"Because, of course, when someone commits a robbery they stroll down the middle of the street where everyone can see them. #Ferguson",1,1
500309381930844160,Do you understand what I'm saying? How had they already determined #MikeBrown was the suspect when the #Ferguson report was written?,1,1
500321506371850240,42) Is the #Ferguson investigation trying to get all of the facts to find the truth or trying to cover their behinds?,1,1
500377906305327104,"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms: http://t.co/qQWPClW3tG http://t.co/5U3nMoMiF2",1,1
500359006331092994,"""I know his initial contact was not related to the robbery,"" #Ferguson chief says. ""It was related to blocking the road.""",1,1
500371231183745025,#Ferguson Police Chief says #MikeBrown was stopped because he was walking in road NOT because he was suspected of stealing cigars.,1,1
500298315368390657,#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniforms http://t.co/KbTFfyI8mw,1,1
500335355904540674,WATCH: Surveillance Video of Strong-Arm Robbery Linked to Michael Brown #Ferguson http://t.co/6fjtzxU063,1,1
500235112785924096,NEW DEVELOPMENT: Pentagon supplied St. Louis County police with military-grade weapons. #Ferguson,1,1
500292917957648384,So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson http://t.co/GSaYdYUhJr,1,1
499697648866045953,"despite clear footage of #ferguson citizens chanting ""killer cops have got to go"", media chooses to hear &amp; report ""kill the cops"" instead.",1,1
499456140044824576,St. Louis Co Police tell me ofcr shot a man who pointed handgun at him at Chambers &amp; Sheffingdell at about 1 a.m. Man in critical. #ferguson,1,1
500359117132017665,Chief seems to make it very clear that shooter did NOT write an incident report. 5th Amendment. #Ferguson,1,1
499600140580044800,"Maybe hard hitting @foxnews should be covering what's going on in #Ferguson, Mo. instead of fat shaming the First Lady??",1,1
500326267640905728,Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 http://t.co/zmzd813Jzb,1,1
500309745350508545,"*IF* the report was written same day as the shooting, as bungling as #Ferguson cops have been, we're to believe they had #MikeBrown's name?",1,1
500285919539511296,"If Dorian Johnson is a suspect in a robbery that justified #DarrenWilson killing #MikeBrown, why hasn't Dorian been arrested? #Ferguson",1,1
